"name","type","id","messages__id","messages__type","messages__date","messages__from","messages__from_id","messages__text","messages__text__type","messages__text__text","messages__edited","messages__text__href","messages__forwarded_from","messages__photo","messages__width","messages__height","messages__actor","messages__actor_id","messages__action","messages__message_id","messages__reply_to_message_id","messages__file","messages__thumbnail","messages__media_type","messages__mime_type","messages__duration_seconds"
"","","","","","","",""," адміністрацыйных спраў над затрыманымі ўдзельнікамі акцый пратэсту. За сёння ўжо вядома ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","амаль 70 вынікаў.\n\n(калі сайт не адчыняецца, выкарыстоўвайце vpn)","","","","","","","","","","","","","","","",""
"","","","","","","","","👉👉👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/UfZLxiA","","","","","","","","","","","","","","","",""
"","","","2566","message","2020-09-22T09:30:46","Вясна / Правы чалавека ў Беларусі","9636739710","","bold","У Маладзечне працягваецца разгляд справы за патасоўку з сілавікамі: дапытваюць абвінавачаных\n\n","","","","(File not included. Change data exporting settings to download.)","800","537","","","","","","","","","",""
"","","","","","","","","На чацвёрты дзень судовага разгляду крымінальнай справы маладзечанцаў ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Паўла Пяскова і Уладзіслава Еўсцягнеева","","","","","","","","","","","","","","","",""
"","","","","","","",""," ч. 2 арт. 363 Крымінальнага кодэкса (супраціў супрацоўніку органаў унутраных спраў, спалучаным з ужываннем гвалту), заслухоўваюць паказанні абвінавачаных. У першы дзень суда Уладзіслаў Еўсцягнееў заявіў, што ён прызнае віну цалкам, а Павел Пяскоў – часткова. \n\nДа 18 верасня ў адносінах да маладзечанцаў была ўжыта мера стрымання ў выглядзе хатняша арышту. У пятніцу Паўлу Пяскову ","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","змянілі меру стрымання на заключэнне пад варту","","","","","","","","","","","","","","","",""
"","","","","","","",""," па прычыне таго, што ў начальніка Маладзечанскага РАУС маецца аператыўная інфармацыя, што Пяскоў мае намер з’ехаць за мяжу. У зал суда 22 верасня Пяскова прывялі пад канвоем.\n\nПяскоў і Еўсцягнееў - удзельнікі акцыі салідарнасці 19 чэрвеня, на якой маладзечанцы адбілі ў сілавікоў затрыманага.\n\n","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","bold","Рэпартаж з 4-га судовага дня:","","","","","","","","","","","","","","","",""
"","","","","","","","","👉👉👉","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","link","https://cutt.ly/UfZXdTK","","","","","","","","","","","","","","","",""
"","","","2567","message","2020-09-23T03:00:19","Вясна / Правы чалавека ў Беларусі","9636739710","❗️❗️❗️","","","","","Наша Нiва","","","","","","","","","","","","",""
"","","","","","","","","","bold","Дома ў галоўнага рэдактара ""Нашай Нівы"" Ягора Марціновіча ператрус\n","","","","","","","","","","","","","","","",""
"","","","","","","","","\nЯго затрымалі, калі ён ранкам выйшаў з сабакам у двор. \n\nЯк паведаміла ў фэйсбуку яго жонка Адар'я Гуштын, ператрус звязаны з артыкулам, надрукаваным у ""Нашай Ніве"", пра дыджэя Сакалоўскага, які сцвярджаў, што на Акрэсціна яго збіваў намеснік міністра Барсукоў. \n\nПератрус праводзіць УСБ МУС.","","","","","","","","","","","","","","","","","",""
"","","","2568","message","2020-09-23T04:42:12","Вясна / Правы чалавека ў Беларусі","9636739710","⚡В Могилеве задержан главред местного сайта ","","","","","MAYDAY","","","","","","","","","","","","",""
